SENTENCE,LABEL
Our present study aimed to further explore whether Atr could alleviate kidney injury by regulating microRNA-21(miR-21)/forkhead box O1 (FOXO1) in DN mouse models and cell models.,1
The results of the present study suggested that miR-29c might regulate NSCLC tumor progression by targeting VEGFA.,1
These results revealed that GAS6-AS2 sponges miR-493 to enhance the malignant characteristics of BC in vitro and in vivo by increasing FUT4 expression.,1
Deletion mutants of the 3 different predicted binding sites in AIP-3'UTR identified the c.*6-30 site to be involved in miR-34a's activity.,1
These results strongly suggested that cMet and Cdk6 were two functional targets that mediated the inhibitory effect of microRNA-206 on the development of HCC.,1
"HeLa cells were also transfected with miR-143 mimic (miR-143 mimic group), mimic control (negative control group), and miR-143 mimic plus K-ras gene (miR-143 mimic+ K-ras group), respectively.",0
We further investigated the molecular mechanisms of miR-195 and cyclin D1 in CC cell lines HeLa and SiHa.,0
"On the other hand, overexpression of c-Myc at least partially reverted the inhibitory effects of PRIMA-1Met or miRNA-29a overexpression suggesting the miRNA-29a/c-Myc axis mediates anti-myeloma effects of PRIMA-1Met.",1
"Also, LncRNA FGD5-AS1 overexpression increased cisplatin-resistance in LSCC by modulating the miR-497-5p/SEPT2 axis.",1
A luciferase reporter assay also demonstrated that miR-34a directly targeted the mRNA expression of LIMD2 in NSCLC cells.,1
"METHODS: The expression levels of circ-ATAD1, mature miR-154-5p, and premature miR-154-5p in paired OS and non-tumor tissues from 56 OS patients were determined using RT-qPCR.",0
MicroRNA-18a modulates P53 expression by targeting IRF2 in gastric cancer patients.,1
"Therefore, we hypothesized that SNAI2 (Slug) may mediate 5-fluorouracil (5FU) chemotherapy resistance through inhibition of miR145 in colorectal cancer and thus represents a novel therapeutic target to enhance current colorectal cancer treatment strategies.",0
Overexpression of miR-92a-1-5p in BeWo cells showed reduction in forskolin-induced transcripts for DYSF and PRKACA.,1
Association of SOX4 regulated by tumor suppressor miR-30a with poor prognosis in low-grade chondrosarcoma.,1
"The potential lncRNAs/circRNAs-miRNAs-mRNAs regulatory networks shared MYOD1, PPARD, miR-423-5p and miR-874, which were associated with skeletal muscle muscular proliferation, differentiation/regeneration and adipogenesis.",0
"Finally, luciferase reporter assay and Western blot analysis were performed to determine if peripheral myelin protein-22 (PMP22) is a direct target of miR-200bc/429.",0
The dual luciferase reporter assay confirmed that the 3'-untranslated region of MAPK1 was the target site of miR-633 (P<0.01).,1
"Then, using a luciferase reporter assay system, we found that miR-3935 overexpression significantly decreased 3UTR of RNF115 mediated luciferase expression .",1
Inhibition of microRNA-214 ameliorates hepatic fibrosis and tumor incidence in platelet-derived growth factor C transgenic mice.,0
RNA-seq analysis revealed that melanoma cells predominantly express a beta-catenin mRNA isoform lacking miR-214 target site.,0
"RT-PCR was performed to determine the expression of pri-miR-30c, pre-miR-30c, mature miR-30c and miR-30c host gene NFYC in the 50 lung cancer tissues.",0
"In conclusion, we found that human HNF4alpha was down-regulated by miR-24 and miR-34a, the expression of which are regulated by cellular stress, affecting the metabolism and cellular biology.",1
"Functional studies on miR-130b lentiviral-transduced CD133- cells demonstrated superior resistance to chemotherapeutic agents, enhanced tumorigenicity in vivo, and a greater potential for self renewal.",0
MiR-331-3p Inhibition of the Hepatocellular Carcinoma (HCC) Bel-7402 Cell Line by Down-Regulation of E2F1.,1
"We show that MIR375 regulates the expression of many genes involved in the MTDH-mediated signal transduction pathways [BRAF-MAPK and phosphatidylinositol-4,5-biphosphate-3-kinase catalytic subunit alpha (PIK3CA)-AKT] in CRC cells.",0
"Thus, the MALAT1/miR-124-3p/Slug axis plays an important role in HCC.",1
"Additionally, miR-215-5p may bind to CRK.",1
"Herein, we reported a low cost and sensitive SERS sensing platform for simultaneous p21 mRNA and miRNA-21 detection based on duplex-specific nuclease signal amplification (DSNSA) plus multifunctional Fe3O4@SiO2 magnetic nanoparticles (Fe3O4@SiO2 MNPs).",0
"Furthermore, degradation of miR-221 and miR-222 by a trigger in BCL2L11, which encodes a proapoptotic protein, enhances apoptosis.",0
"Thus, our results reveal that exosomal miR-155-5p acts as an oncogene by targeting TP53INP1 mRNA in human gastric cancer.",1
"Therefore, restoration of miR-3609 expression may sensitize breast cancer to adriamycin by blocking PD-L1 expression.",1
"Furthermore, Ang II-induced cardiomyocytes apoptosis rescued by inhibiting either NF-kappaB or miR-30b provided an important role in cardiomyocytes cell death.",0
Computational algorithms showed that the 3'-UTR of COX-2 mRNA contains a binding site for miR-26a.,1
"So, we hypothesize that MIR452 can influence CRC and DSS-induced colitis model through the regulation of IL20RA and its downstream JAK-STATs signaling pathway.",1
CONCLUSION: Plasma miR-1914* and -1915 interact with NFIX RNA and reduce its level in chemoresistant CRC cells to first-line chemotherapy.,1
"In addition, miR-451a and its known target, 14-3-3zeta mRNA, were bound to the microRNA-induced silencing complex, implying their direct interaction in red blood cells.",1
CONCLUSION: miR-192 promoted cell viability and metastasis in NPC through suppressing RB1 expression and activating PI3K/AKT pathway.,1
"Of these especially the miR-15a/miR-16/miR195/miR-497 family, miR-143/miR-145 and the miR-106-363 cluster appear to be important within the known HPV pathogenesis.",0
"Further studies verified that introducing VAMP2 mRNA into cells over-expressing miR-185 abrogated the effects of miR-185 on OS cell proliferation, migration and invasion.",0
"In addition, the present study demonstrated that miR-497 may function by directly targeting insulin-like growth factor 1 receptor in OS cells.",1
Three Internet-based algorithms identified miR-96 to potentially bind with the ALK 3'-untranslated region.,0
Up-regulation of ZEB2 could significantly rescue the suppressive effects of miR-507 on NSCLC cells' invasion and proliferation.,1
"Conclusively, our findings demonstrate that circAMOTL1L has an antioncogenic role in RCC growth by modulating the miR-92a-2-5p-KLLN pathway.",1
"Herein, we investigated the biological function of miR-30a-5p, as well as the potential molecular mechanism via targeting AEG-1 in HCC cells.",1
ELK1 activated-long noncoding RNA LBX2-AS1 aggravates the progression of ovarian cancer through targeting miR-4784/KDM5C axis.,1
"Mechanistically, knockdown of OIP5-AS1 inhibited IL-7 expression at both the mRNA and protein levels in Jurkat cells, whereas the miR-181c-5p inhibitor blocked the reduction of IL-7 expression induced by OIP5-AS1 suppression.",1
miR-34C Disrupts the Stemness of Purified CD133+ Prostatic Cancer Stem Cells.,0
TUG1 knockdown inactivated Wnt/beta-catenin signaling pathway by upregulating miR-496 in DU145 and PC3 cells.,0
"The luciferase expression was downregulated when both the hsa-miR-422a mimic and siRNA of NF-E2 were treated, compared to the treatment of the hsa-miR-422a mimic alone.",0
Dual luciferase assay combined with expression analysis confirmed that miR-125a suppressed TrxR1 expression by targeting its 3'-UTR.,1
"Integration of tissue and gene ontology data prioritized miR-375 targets and identified the tumor suppressor gene CBX7, a member of Polycomb repressive complex 1, as a major miR-375 target.",1
"Western blot assay, qRT-PCR and dual-luciferase reporter assay were performed to clarify the interplay among circ_0002141, miR-1231, and epidermal growth factor receptor (EGFR).",0
"By targeting APC, miR-155 efficiently regulates the Wnt/beta-catenin signaling.",1
"The 3'-untranslated region (UTR) of human SMCT-1 gene was cloned into pmirGLO vector upstream of luciferase reporter and transiently transfected with miR-29a, b, and c mimics into Caco-2 and/or T-84 cells.",0
In this study we analyzed the expression of miR-21 and of its target PDCD4 (Programmed Cell Death 4) during normal hematopoietic differentiation and in AMLs.,1
"In addition, the expression levels of FZD4 and miR-3127-5p were also negatively associated in both clinical and xenografted tumors.",1
"The genes miR-4510 and glypican-3 (GPC3) have reported to be closely associated with tumors, with miR-4510 inversely correlated with GPC3 mRNA and protein in hepatocellular carcinoma samples.",0
"Moreover, TUG1 suppressed miR-496 expression by direct interaction.",0
Results showed that differential expression of miR-148b or ERMP1 was observed in normal endometrial tissues and endometrial cancerous tissues.,0
"To identify whether GP could reduce the level of alpha-synuclein through miR-21/LAMP2A, SHSY5Y cells pretreated with GP were treated with miR-21 mimic or miR-21 inhibitor; meanwhile, a luciferase reporter assay was performed to confirm the direct target of miR-21.",0
Downregulation of MicroRNA-145 Caused by Hepatitis B Virus X Protein Promotes Expression of CUL5 and Contributes to Pathogenesis of Hepatitis B Virus-Associated Hepatocellular Carcinoma.,1
"Conversely, Let-7 had a profound effect; modulation of Let-7 levels via deletion of the mirLet7c2/mirLet7b genes recapitulated effects of Lin28b overexpression.",0
"Analysis using Targetscan yielded candidate mRNAs targeted by miR-6858-5p, some of which are involved in the SIRT/AKT signaling pathway.",0
"Therefore, ginkgetin is the first compound shown to regulate b-Myb by modulating miR-34a, and we suggest the use of ginkgetin as an inducer of G2 arrest for the treatment of CRC.",1
BAG3 knockdown regulates IL-8 expression at the posttranscriptional levels via interplay between recruitment of RNA-binding protein HuR and miR-4312.,1
MiRNA-335 suppresses neuroblastoma cell invasiveness by direct targeting of multiple genes from the non-canonical TGF-beta signalling pathway.,0
Loss of miR-449a in ERG-associated prostate cancer promotes the invasive phenotype by inducing SIRT1.,1
The dual luciferase reporter assay confirmed that ENO1 is the target for miR-22-3p.,1
"Interestingly, by analyzing RIP-Seq data of HEK-293T cells and two B-cell lines we identified a recurrent disproportional enrichment of several miRNAs, including miR-155 and miRNAs of the miR-17-92 cluster, in the AGO2-associated precipitates, suggesting discrepancies in miRNA expression and activity.",0
"Overexpression of AUF1 under NaAsO2 stress in vitro induced Dicer1 mRNA and protein expression and decreased miR-155 levels, which could be reversed by AUF1 siRNA.",0
"Results show that the UC group had higher expression levels of TNF-alpha, IL-6, IFN-gamma, MPO, MDA, NO, STAT3 and JAK and lower expression levels of IL-10, SOD, miR-495 and Claudin-1, compared to the normal group.",0
"The function of miR-150 depended on the inhibition of iASPP; induced expression of iASPP in miR-150-knockdown SW480 and HCT116 cells restored cell viability, migration and invasion while inhibiting G1 cell cycle arrest and apoptosis.",1
"We demonstrate that MBD2 binds the promoter of hsa-mir-496 in MCF-10A, MCF-7 and MDA-MB-231 cells and that it activates an in vitro methylated hsa-mir-496 promoter driving a CG-less luciferase reporter in a transient transfection assay.",0
"Interleukin-6 (IL-6) significantly promoted miR-31 expression and cell proliferation in a dose-dependent manner, and the inhibition of STAT-3 signalling significantly suppressed miR-31 expression and cell proliferation.",0
FOXO3-induced lncRNA LOC554202 contributes to hepatocellular carcinoma progression via the miR-485-5p/BSG axis.,1
MicroRNA-664 functions as an oncogene in cutaneous squamous cell carcinomas (cSCC) via suppressing interferon regulatory factor 2.,1
"The miR-6077, which potentially binds to the 3'untranslated region of GLUT1, was identified and screened by miRDB, an online tool; sequences of miR-6077 were prepared as lentivirus particles.",1
"CONCLUSION: Our findings suggest, for the first time, that miR-1307 could play a role in the development of CDDP resistance in breast cancer, at least in part by modulating apoptosis by targeting Mdm4.",1
MiR-148a inhibits oral squamous cell carcinoma progression through ERK/MAPK pathway via targeting IGF-IR.,1
"These results suggest that p53 gain-of-function mutations accelerate EC tumor progression and metastasis by interfering with Drosha and p68 binding and pri-miR-26a-1 processing, resulting in reduced miR-26a expression and EZH2 overexpression.",1
"CONCLUSIONS: CircTMC5 promotes GC and sponges miR-361-3p to up-regulate RABL6 expression, thus may have diagnostic and prognostic value in GC.",1
"CONCLUSIONS: LINC00511 inhibition impairs its competitive binding to miR-185, resulting in increased STXBP4 expression and improved radiation response in breast cancer.",1
Bioinformatics analysis and a luciferase assay illustrated miR-137 directly targeted the 3' UTR of GLS mRNA.,1
We showed that miR-31 negatively regulates FOXP3 expression by binding directly to its potential target site in the 3' UTR of FOXP3 mRNA.,1
"Here, we show that (i) malignant T cells display a decreased expression of a tumor suppressor miRNA, miR-22, when compared to non-malignant T cells, (ii) STAT5 binds the promoter of the miR-22 host gene, and (iii) inhibition of Jak3, STAT3, and STAT5 triggers increased expression of pri-miR-22 and miR-22.",0
STAT3 regulates miR93-mediated apoptosis through inhibiting DAPK1 in renal cell carcinoma.,1
Insulin-like growth factor-I receptor (IGF-IR) was a potential target of miR-148a.,0
"Finally, it was revealed that silencing of NR2F1-AS1 repressed the OS cell malignant phenotype by binding with miR-485-5p and miR-218-5p, and then downregulating BIRC5 expression, which suggests that the NR2F1-AS1/miR-485-5p/miR-218-5p/BIRC5 axis could be a potential target for treating OS.",0
"RESULTS: GAS5 and IER3 were low expressed in the radio-resistant human CC tissues and SiHa cells, while miR-106b expression was highly expressed.",0
Correlation analysis showed that miR-330-5p expression was inversely correlated with NOB1 mRNA expression in NSCLC tissues.,0
Western blot was used for the detection of the protein expression of Bcl-2 and Caspase 3 after the transfection of miR-451 mimics /inhibitors.,0
Long non-coding RNA TDRG1 promotes hypoxia-induced glycolysis by targeting the miR-214-5p/SEMA4C axis in cervical cancer cells.,1
"Taken together, our findings suggest that C/EBPbeta and miR-27a control DKK2 transcription.",1
"The study highlights that LINC00261 can adsorb miR-550a-3p to modulate SDPR, thus inhibiting the viability and MS formation of BC cells, reducing migration and invasion of CD44+",1
"This miR-31/FIH-1 nexus was further shown to control cell proliferation, migration and invasion in vitro and to control tumor growth in vivo.",1
CONCLUSIONS: Low levels of miR-380-5p and miR-504 that directly target the 3'UTR of TP53 suggest that p53 may not be repressed by these two miRNAs in OSCC.,1
"After intravenous injection into HepG2 tumor-bearing xenografted mice with Cy3-labeled anti-miR-221 Tf-targeted liposome, Cy3-anti-miR-221 was successfully delivered to the tumor site and increased the expressions of PTEN, P27(kip1), and TIMP3.",1
"Furthermore, LINC00402, LINC00461, and SFTA1P were identified as the targets of miR-141 and miR-424 and acted as competitive endogenous RNAs (ceRNAs) of PHLPP2.",1
Overexpression of miR-204 using a transfection technique negatively regulated the expression of TrkB mRNA.,1
"The targeting relationships of LINC00261, miR-550a-3p and SDPR were detected.",0
"Among miRNAs regulated by CTGF, miR-519d was most downregulated after CTGF treatment.",0
These findings suggest that miR-145-5p may suppress UTUC cell motility and invasion by targeting ARF6/MMP7 through EMT.,1
"Knockout of miR-182 restored the expression of CLOCK, resulted in preventing tumor growth.",1
"Thus, miR-122 plays an important role in the regulation of HCV replication and HO-1/Bach1 expression in hepatocytes.",1
"Collectively, our results indicate that miR-487b plays a negative regulatory role in macrophages by controlling the levels of IL-33 transcript and protein to fine-tune innate immune host defense and proinflammatory responses of these cells.",1
miR-191 Inhibition Induces Apoptosis Through Reactivating Secreted Frizzled-Related Protein-1 in Cholangiocarcinoma.,1
The in-vitro cell invasion abilities were determined by transwell invasion assays after up-regulating miR-155 or knocking down of beta-catenin.,0
"This study defines a novel pathway of E2F1-miR-378a-3p-SORT1-ApoB100 that controls levels of circulating VLDL/LDL cholesterol and triglycerides by modulating degradation and secretion of ApoB100, and suggests the use of miR-378a-3p as a potential therapeutic target for dyslipidemia.",1
"Patients with the GG genotype of mir608:rs4919510 had a 4.56-fold increased risk of high expression of IL-6 compared with patients with the CC genotype (odds ratio 4.56, 95% confidence interval 1.87-11.09; p =0.001).",0
"Moreover, PSMB8-AS1 could bind with miR-574-5p, which was low expressed in glioma cells.",0
In silico analysis of Gck mRNA revealed a conserved 8-mer miR-206 binding site.,1
"CONCLUSIONS: In human CRC cells, miR-221 and miR-222 act in a positive feedback loop to increase expression levels of RelA and STAT3.",0
"Furthermore, dual luciferase analysis verified the direct interaction of miR-5195 with TGFB-R1 and SMAD4 3'UTR sequences in SW480 cells.",1
LINC00963 worked as a competitive endogenous RNA for miR-625 to weaken the suppressive effect of miR-625 on high mobility group AT-hook 1 (HMGA1) in breast cancer cells.,1
"CONCLUSIONS: CHRF induced cardiac hypertrophy by regulating miR-93/Akt3 axis in Iso-stimulated cardiomyocytes, deepening our understanding of the molecular mechanisms of lncRNAs in cardiac hypertrophy and providing a potential therapy target for cardiac hypertrophy.",1
"Double luciferase reporter assay was employed to identify the targets of miR-490 and DTL based on the establishment of NC mimic group,miR-490 mimic group,NC inhibitor group,and miR-490 inhibitor group.",0
"Over-expressions of miR-130a had no effect on cell proliferation, but increased the resistance of the cells to cisplatin and up-regulated the expressions of MDR1 mRNA and P-gp in both cell lines.",1
"We also found that DRbeta-H could decrease the expressions of several most abundant miRNAs (miR-16, miR-23a, miR-24, miR-26a, and miR-27a) transported by D/exo.",0
The present study was to evaluate the level of miR-195 and cyclin D1 in CC tissues and cells.,0
"Subsequently, bioinformatics databases were used to search the common interacted microRNAs (miRNAs) of DVL3 and circ_0101802, and compensation experiments were conducted to verify the functional correlation between miR-665 and DVL3 in CRC cells.",0
"Levels of NTR1, miR-21, and miR-155 increase in human colon tumor samples and correlate with tumor stage.",0
Selective targeting of KRAS-mutant cells by miR-126 through repression of multiple genes essential for the survival of KRAS-mutant cells.,1
This present study probed into the role of miR-622 and the NUAK family SNF1-like kinase 1 (NUAK1).,0
"In addition, elevated LINC00511 was found to increase syntaxin-binding protein 4 (STXBP4) expression through competitive binding to miR-185, while silencing LINC00511 decreased STXBP4 expression and increased radiosensitivity.",1
"Given this strong association, we set out to investigate the contribution of miR-605, a recently described microRNA (miRNA) regulator of the p53-MDM2 loop.",0
"Moreover, HOX gene level decreased after transfection of miR-99a mimics in BMSCs, which indicated that KDM6B is a bona fide target of miR-99a.",1
We predicted that miR-26a could potentially target COX-2 in LPS-stimulated macrophages.,1
"In rescue experiment, the result also indicated that miR-22-3p inhibits the proliferation of RB cells by negatively regulating the expression of ENO1.",1
Our studies indicated that reduced expression of miR-4319 was correlated with poor prognosis in colorectal cancer patients; miR-4319 also suppressed colorectal cancer cell proliferation by targeting ABTB1.,1
The purpose of this study was to investigate the roles of miR-100 and its association with PLK1 in NSCLC development.,0
The relationship between H19 or BACE1 and miR-15b was verified with dual-luciferase reporter assay.,0
"The dual-luciferase reporter assay and RIP assay were used to verify the targeting relationship between circ_0000654 and miR-149-5p, miR-149-5p and IL-6.",0
"Furthermore, we found that overexpression of FGFR1 reversed the growth inhibition and apoptosis of miR-497 mimics in AGS and SGC-7901 cells.",1
"Meanwhile, miR-100 mimics could significantly inhibit PLK1 mRNA and protein expression and reduce the luciferase activity of a PLK1 3' untranslated region-based reporter construct in A549 cells.",1
"In this study, we investigated the regulatory mechanisms of miR-27a and its target glycogen Synthase Kinase 3-beta (GSK-3beta) in breast cancer cells.",1
"Moreover, we report that miR-130a is highly expressed in t(8;21) acute myeloid leukemia (AML), where it is critical for maintaining the oncogenic molecular program mediated by the AML1-ETO complex.",0
"These observations imply that disease causing mutations in JAG1 linked to the SNP rs8708G will be poorly targeted by hsa-miR-214 when present against a normal allele of JAG1 with rs8708A and will show penetrance of JAG1 mutations as Alagille syndrome, while mutant JAG1 linked to rs8708A against rs8708G on the normal allele will show either no disease or much attenuated symptoms and hence exhibit incomplete penetrance.",1
"Taken together, our findings revealed the detailed role of the miR-184/iASPP axis in CNSL and this axis might modulate the proliferation and invasion of CNSL via regulating the PI3K/Akt signaling pathway.",1
"Moreover, chromatin immunoprecipitation (CHIP) assay showed that anti-AGO2 antibody pulled down both AGO2 and the Foxo3 promoter sequence, suggesting that AGO2 may be required for miR-195-5p to regulate Foxo3 expression in the nucleus.",1
"Moreover, Pearson correlation analysis also confirmed that STIM1 was inversely correlated with miR-223.",0
CONCLUSIONS: Our findings show that CHMP5 is a direct target of MIR429 in human colon cancer cell lines and suggest that CHMP5 up-regulation as a result of reduced MIR429 expression in DSS-induced mice colitis tissues and human UC tissues may restrict apoptosis and promote cell proliferation.,1
"Finally, the effect of miR-451a and DNMT3B was evaluated in vivo.",0
Circ0001320 inhibits lung cancer cell growth and invasion by regulating TNFAIP1 and TPM1 expression through sponging miR-558.,1
LncRNA NEAT1 promotes malignant phenotypes and TMZ resistance in glioblastoma stem cells by regulating let-7g-5p/MAP3K1 axis.,1
"Hence, this study suggests that MCU-dependent negative sorting of miR-4488 to EVs enhances angiogenesis in the metastatic niche and, thus, favors the metastatic colonization of BC cells.",0
"More importantly, mechanism investigation revealed that LINC00152 was predominantly located in the cytoplasm of OS cells and acted as a competing endogenous RNA (ceRNA) in OS by regulating miR-1182/CDK14 axis.",1
Additional experiments revealed that increased PI3Kalpha signaling reduces cardiac fibrosis in pathological hypertrophy through modulating TGF-beta signaling and miR-21 expression.,0
"By using dual luciferase assay and western blot, we confirmed that the expression of Cbl is repressed by miR-9 and miR-181a.",1
Metastatic breast cancer cells in patient bone marrow had increased miR-23b and decreased MARCKS expression.,0
"G allele might suppress miR-147a binding to the 3' untranslated region of SLC22A3, resulting in altered SLC22A3 and LPA gene expression (P=0.015 and 9.2x10(-6), respectively), possibly explaining the increased plasma Lp(a) levels and risk of CAD.",1
To investigate the cellular effects and clinical significance of microRNA-223 (miR-223) in breast cancer by targeting stromal interaction molecule1 (STIM1).,1
These results suggested that miR-26a is involved in the TLR9-mediated growth and migration of lung cancer through the PI3K-Akt signaling pathway.,0
This study aimed to consider the effect of miR-145 on the proliferation of OC cells by regulating the expression of MMP-2/MMP-9.,0
A reciprocal relationship between miRNA182-5p and Hes1 was seen in the context of TK inhibition.,0
"Thus, we investigated these issues and found that in addition to proliferation, apoptosis and cell adhesion, let-7e was also implicated in the regulation of inflammatory responses through a complex network, including IkappaBbeta and lncRNA lnc-MKI67IP-3.",0
MiR-133a-3p-EFHD2/CNN2-AC144831.1 interactions and miR-3613-3p-CD44/BCL11B-LINC00158/CTA-217C2.1/AC010976.2/RP11-641A6.2 interactions were speculated to involve with the development of severe asthma.,1
"Over-expression of miR-451a in 12Z cells resulted in down-regulation of miR-25-3p, while up-regulation of miR-25-3p resulted in down-regulation of PTEN protein expression.",1
Circular RNA hsa_circ_0072309 promotes tumorigenesis and invasion by regulating the miR-607/FTO axis in non-small cell lung carcinoma.,1
"After transfecting cells with the SMAD5 overexpression plasmids, the inhibitory effect of miR-155 on osteogenesis was significantly attenuated.",0
"Furthermore, circ_DROSHA regulated MEF2C expression via sponging miR-106b-5p.",1
"RESULTS: The overexpression and inhibition of miR-21 or miR-27b in HuH7 cells significantly decreased and increased the PPARalpha protein level, respectively, but not PPARalpha mRNA level.",1
"LINC02446, LINC01857, and LINC02384 may act as competing endogenous lncRNAs of IL2RA and IL7R through absorbing their shared miR.891a.5p and miR.203b.3p.",0
"Although we suggest that modulation of miR-1266 expression may be an important mechanism underlying the chemoresistance of ER (+) BC, advanced studies and validation are required.",0
"In summary, miR-589-5p might function as a tumor suppressor by targeting TRIP6, which will provide new insights into the molecular mechanism underlying the development of EC.",1
We validated mitofusin2 as a potential target of miR-195.,1
Analysis of samples from 30 OCCC patients showed that DCLK1 was upregulated and miR-424 was downregulated in tumors compared with adjacent non-tumor tissues.,1
Circ-SERPINE2 and YWHAZ targetedly bound to miR-375.,0
"Further study showed, miR-145 suppressed MRP1 expression by directly targeting MRP1 3'-untranslated regions.",1
"SOX2 regulates multiple malignant processes of breast cancer development through the SOX2/miR-181a-5p, miR-30e-5p/TUSC3 axis.",1
Down-regulation of c-Myc was observed in two cell lines in response to miR-184 inhibitor.,1
Cyclic stretch induced miR-146a upregulation delays C2C12 myogenic differentiation through inhibition of Numb.,1
And the presence of miR-150-targeted CASC1 may be associated with bladder cancer progression.,1
"Taken together, our results suggest that miR-370 plays an important role in the proliferation of human prostate cancer cells, by directly suppressing the tumor suppressor FOXO1.",1
"CONCLUSIONS: Serum miR-595 and miR-1246 are biomarkers of active CD, UC, and RA.",0
"These results provide evidence that PHF19 promotes HCC and is regulated by the tumor-suppressor, miR-195-5p.",1
Further mechanistic studies showed lncRNA n335586 promoted HCC cells migration and invasion through facilitating the expression of its host gene CKMT1A by competitively binding miR-924.,1
"Finally, the mRNA level of PFKFB3 was down-regulated by miR-488 mimic in CRC cell lines after being targeted by it (P < .05).",1
"Our study aimed to reveal the function of long non-coding RNA TTN-AS1/microRNA-199a-3p (miR-199a-3p)/runt-related transcription factor 1 (RUNX1) axis in OSCC progression, thereby providing a novel OSCC effective strategy.",1
"Thereby, we identified 100 AGO2-associated mRNAs in miR-155-expressing cells, of which 67 were in silico predicted miR-155 target genes.",0
Nanofluorescence Probes to Detect miR-192/Integrin Alpha 1 and Their Correlations with Retinoblastoma.,0
"Our results showed that the mRNA level of miR-133b was remarkably decreased in OC cell lines compared with normal colon epithelium cells, whereas the protein expression of EGFR was significantly increased.",0
Western blotting showed that the autophagy-related protein LC3-II was induced upon suppression of miR-23b and/or HEG1.,1
"Here, we demonstrate that miR-335 directly targets and downregulates genes in the TGF-beta non-canonical pathways, including the Rho-associated coiled-coil containing protein (ROCK1) and MAPK1, resulting in reduced phosphorylation of downstream pathway members.",1
MicroRNA-21 links epithelial-to-mesenchymal transition and inflammatory signals to confer resistance to neoadjuvant trastuzumab and chemotherapy in HER2-positive breast cancer patients.,0
Ubiquitin ligase Cbl-b represses IGF-I-induced epithelial mesenchymal transition via ZEB2 and microRNA-200c regulation in gastric cancer cells.,0
"Further investigation of mechanisms showed that macrophage-specific overexpression of miR-99b promoted M1 while suppressing M2 macrophage polarization by targeting kappaB-Ras2 and/or mTOR, respectively.",1
"MiR-155 regulates adipogenesis not through PU.1, but via C/EBPbeta which is another target of miR-155.",1
"In addition, in the high-glucose cultured House Ear Institute-Organ of Corti 1 (HEI-OC1) cell line, miR-34a overexpression inhibited sirtuin1 (SIRT1) expression, increased HIF-1alpha levels and promoted apoptosis.",1
"In addition, SNHG16, miR-205, and ZEB1 interact in a common pathway during the development and occurrence of osteosarcoma, providing novel targets for intervention in the treatment of osteosarcoma.",1
"The downregulation of hsa-miR-301a promoted radioresistance in KYSE-150R through the upregulation of wnt1, indicating that wnt/beta-catenin signal pathway might be important in radioresistance.",1
Overexpression of PTEN reversed the miR-183-5p-induced N2A cell apoptosis inhibition and survival after OGD.,1
"Our findings identify a novel ceRNA network, the circ_HN1/miR-628-5p/NT5E axis, for the oncogenic activity of circ_HN1 in gastric cancer, highlighting circ_HN1 inhibition as a promising targeted treatment against gastric cancer.",1
"Taken together, the present study indicated that overexpressed circCOL6A3 promoted cell proliferation, migration and apoptosis of gastric cancer through rescission of miR-3064-5p-induced inhibitory effect on COL6A3.",1
The interaction between microRNA-1179 (miR-1179) and circ_0000592 or Annexin A4 (ANXA4) was confirmed by dual-luciferase reporter assay and RNA pull-down assay.,1
"RESULTS: Neurotensin stimulated differential expression of 38 microRNAs, including miR-21 and miR-155, which have been associated with tumor growth and contain NF-kappaB binding sites.",0
"This study aimed to explore the role of LINC00665, miR-4458 and DOCK1 and their interactions in the development of acute myeloid leukemia (AML).",0
"In summary, our findings illustrated that circC3P1 acts as a tumor suppressor via enhancing PCK1 expression by sponging miR-4641 in HCC.",0
MiR-205-5p/GGCT,1
"Finally, the expression levels of miR-224 and RASSF8 were detected using real-time PCR in gastric cancer tissues as well as lymph node metastasis tissues.",0
"Moreover, public database was used to analyze the expression of miR-509-3-5P and PODXL.",0
"In addition, over-expression of miR-181c could reverse the enhanced nitration stress induced by high glucose, while this effect could be attenuated by pcDNA-FoxO1 in MAECs.",1
"Besides, GAS5 could regulate IER3 expression through miR-106b, and GAS5 enhanced the radio-sensitivity in CC cells through inhibiting miR-106b both in vitro and in vivo.",1
"Based on target-triggered dynamic hairpin assembly (DHA) in both unidirectional and bilateral growth manners DNA nanobrushes are constructed, which realize sensitive and selective detection of short miRNA (miR-21) and long DNA (BRCA1), respectively.",0
"In addition, both PVT1 and COX2 were identified as virtual targets of miR-146a, and the luciferase activities of cells cotransfected with wild-type PVT1/COX2 and miR-146a mimics were significantly reduced.",1
"Furthermore, miR-370 levels were inversely correlated with LIN28A and IL-6 messenger RNA (mRNA) levels, whereas LIN28A mRNA expression was positively correlated with IL-6 expression in human HCC samples.",0
"Mechanistic study further shows that induction of SIRPalpha protein in APL cells by ATO is mediated through suppression of c-Myc, resulting in reduction of three SIRPalpha-targeting microRNAs: miR-17, miR-20a and miR-106a.",0
Re-expression of miR-221 or targeting PTEN might serve as potential therapeutic approaches for the treatment of Trail-resistant breast cancer.,0
The inhibitory effects of circ_0008717 knockdown on RCC cell malignant behaviors were reversed by miR-217 inhibition or FBXO17 overexpression.,0
